R606697,R853780
R733159,R924220
R480519,R266876
R878566,R867804
R496811,R478367
R570779,R615606
R423375,R733478
R330317,R283386
R832392,R617868
R450981,R883395
R531260,R134125
R668075,R919149
R914335,R620364
R868818,R951104
R951456,R747381
R445587,R809497
R766781,R629382
R777679,R344006
R226424,R926981
R900312,R343393
R848211,R488037
R540090,R876813
R365867,R714888
R989824,R253548
R375194,R420700
R631560,R414923
R422844,R685707
R744271,R562901
R949898,R990313
R202124,R507069
R652455,R396943
R317736,R178630
R328573,R812532
R617604,R276988
R146086,R534261
R642660,R484182
R956630,R204269
R260213,R455471
R524801,R869487
R832158,R891430
R108044,R229654
R483531,R928546
R498637,R141359
R915783,R149462
R345794,R558838
R524593,R654757
R273925,R815985
R184249,R228422
R799554,R119558
R352851,R975758
R752591,R317218
R762281,R105954
R520130,R572947
R756002,R646956
R634416,R184082
R100919,R385540
R801982,R724709
R842506,R469439
R361856,R440997
R354450,R472477
R622274,R761113
R540742,R514108
R914573,R366583
R576198,R418386
R615322,R440082
R179713,R722833
R476738,R490444
R714697,R832838
R762935,R788488
R703213,R380316
R440457,R643705
R548514,R654670
R879177,R520836
R934269,R198848
R158087,R707711
R482227,R628827
R969709,R802563
R879276,R833125
R616483,R168154
R150372,R275029
R456893,R153498
R258569,R671201
R644154,R755238
R127680,R335619
R460383,R106670
R619996,R548015
R892640,R938399
R504392,R908731
R126600,R905082
R103366,R264617
R776276,R757748
R929429,R895047
R344412,R208018
R817757,R283525
R562186,R338432
R309513,R758991
R754731,R869255
R152668,R525077
R448784,R277545
R237366,R529116
R104083,R780817
R200895,R522527
R585582,R270373
R356179,R772443
R460963,R532982
R550516,R842982
R223935,R734301
R171700,R765184
R645048,R343556
R680982,R826445
R770778,R453974
R346256,R341905
R796746,R101858
R697875,R286225
R531784,R969235
R564179,R801921
R427837,R180942
R881072,R761035
R962131,R415232
R426751,R609138
R557691,R524923
R417218,R535044
R433582,R685894
R665039,R993694
R463407,R227728
R995272,R868230
R879028,R442089
R548723,R712945
R162390,R721284
R394462,R235556
R785153,R611484
R110421,R589298
R445317,R927456
R427722,R599928
R885855,R163385
R670271,R375994
R643029,R994879
R412928,R534365
R446064,R235150
R327194,R639070
R512646,R188615
R415700,R839473
R910141,R382899
R301864,R285411
R107593,R535779
R181684,R545189
R367310,R577123
R802198,R659135
R693089,R672502
R275804,R822849
R730556,R279844
R399083,R157819
R821671,R647555
R135097,R704158
R294443,R188322
R564386,R435630
R651752,R194569
R432666,R417199
R759575,R440955
R687855,R117941
R320009,R157851
R479507,R491721
R710784,R296515
R871623,R823198
R582916,R926866
R970101,R812072
R258542,R940792
R117084,R261473
R903148,R377901
R611289,R675961
R609108,R685812
R485783,R234345
R971059,R376499
R104430,R406698
R428306,R912399
R195019,R432478
R952083,R368724
R143440,R787737
R422138,R511491
R737173,R336754
R925617,R824674
R389034,R552981
R951836,R947965
R638972,R626040
R110429,R362325
R495252,R206801
R871137,R337666
R860091,R664739
R713299,R558419
R969275,R834547
R460854,R853473
R409770,R993164
R453098,R137923
R880052,R891392
R173354,R680932
R619630,R935103
R122849,R374808
R844651,R665467
R540180,R192846
R891850,R133948
R844223,R479194
R112513,R204466
R251549,R142572
R336623,R494694
R788264,R647643
R746508,R595647
R988391,R703904
R111943,R586809
R581711,R517225
R132766,R427367
R682025,R518178
R498836,R854353
R218285,R113009
R144147,R786672
R792229,R203699
R466753,R758857
R667362,R567251
R919310,R441657
R685227,R467111
R737507,R510196
R598850,R117313
R881686,R563605
R350335,R159609
R653801,R208915
R980854,R219292
R379831,R507462
R167685,R918644
R548871,R770509
R161074,R736546
R124475,R885603
R949647,R424979
R625183,R903757
R130434,R645554
R939834,R379535
R663417,R446806
R959306,R134278
R160230,R289128
R239439,R170293
R271611,R839606
R107632,R810476
R665599,R361063
R866316,R669413
R547790,R339030
R183638,R850185
R178052,R634982
R351381,R364436
R716063,R948396
R809821,R776322
R907179,R606547
R322055,R817127
R912929,R809009
R819412,R707051
R602287,R399713
R941356,R826749
R349535,R246031
R448246,R992918
R976340,R423571
R809903,R992810
R614600,R536448
R792748,R159485
R230358,R961651
R780057,R661795
R449737,R652561
R966029,R640309
R305507,R477738
R504873,R430707
R157504,R828937
R145357,R395474
R642961,R263809
R128326,R160283
R612735,R258596
R372127,R109121
R586571,R819478
R756920,R212182
R857131,R613185
R228990,R148754
R293251,R186700
R279443,R408043
R343494,R530414
R863186,R544548
R959573,R505243
R958765,R389014
R581322,R967278
R574650,R486582
R993503,R677077
R616860,R810005
R685252,R601850
R910623,R696060
R787994,R579123
R756917,R115982
R873800,R649904
R244445,R713964
R134961,R482273
R391272,R651572
R971793,R514086
R662103,R853655
R432587,R934019
R318958,R938088
R416744,R875468
R631539,R650579
R466821,R494992
R894391,R453344
R936180,R792522
R943107,R497742
R827890,R546553
R709712,R683404
R427035,R919837
R484105,R831453
R742790,R117748
R654060,R910176
R421315,R578699
R428414,R647751
R434320,R321907
R142903,R590560
R857374,R814247
R751670,R632389
R746205,R270183
R257365,R566882
R681563,R619235
R265814,R127490
R765653,R680279
R299280,R463749
R467745,R349052
R665571,R697259
R719861,R170514
R411749,R571432
R826620,R799765
R725671,R244184
R423081,R962569
R865370,R458278
R707239,R935948
R556753,R376656
R181172,R253809
R275851,R307879
R140339,R243921
R172781,R851145
R398939,R993019
R982687,R510396
R252311,R942650
R446387,R345801
R336615,R516981
R535383,R216801
R817857,R377008
R556371,R869021
R885907,R452218
R895327,R868577
R178328,R614890
R419868,R518128
R119198,R371886
R610920,R296719
R433637,R709094
R961278,R878227
R720398,R641970
R891208,R256044
R106490,R340000
R877642,R261353
R623876,R475239
R701971,R276842
R224833,R918859
R533969,R675713
R707840,R110195
R260159,R180490
R762228,R595688
R470808,R893311
R524193,R769253
R969178,R427464
R845600,R760183
R660338,R368824
R320548,R674533
R517615,R446979
R114036,R294641
R281748,R699079
R482351,R142747
R626711,R309577
R498814,R113135
R291469,R620761
R241048,R364652
R263166,R254899
R469461,R987179
R617455,R502603
R839047,R345375
R861420,R650942
R307970,R377309
R366672,R534297
R711627,R612020
R962543,R159339
R512414,R266851
R781537,R258452
R949884,R264624
R273049,R899525
R534797,R442540
R599579,R424680
R708483,R900981
R323248,R608485
R892998,R585293
R379474,R639347
R754342,R109092
R454738,R615551
R348778,R572551
R140586,R159469
R593803,R886160
R111637,R525729
R102553,R676672
R337607,R925875
R219848,R807011
R231302,R905727
R480919,R496977
R483523,R417833
R239653,R153413
R475777,R280204
R378363,R967246
R224398,R832173
R864073,R147552
R854168,R268870
R100635,R322193
R904441,R472436
R584361,R306814
R188707,R431454
R504265,R678535
R735985,R363928
R707683,R958834
R369416,R843240
R475952,R727289
R102142,R197221
R455327,R762685
R342114,R867551
R733990,R127474
R772395,R144967
R401135,R940763
R981558,R422677
R879920,R325106
R130088,R972049
R350918,R303797
R770400,R402437
R630407,R842498
R322034,R936581
R926180,R913987
R806878,R331100
R627556,R886776
R287295,R557179
R606527,R909327
R700758,R540493
R957093,R458534
R988558,R301759
R154896,R168450
R298634,R354344
R537915,R534505
R969968,R102421
R889103,R565928
R594638,R352405
R709215,R542880
R380642,R842008
R174988,R953262
R787331,R867605
R876881,R585110
R331139,R844003
R192847,R803805
R796229,R887435
R457984,R811142
R880666,R260252
R191510,R268387
R626018,R911068
R185528,R305929
R341095,R872287
R127172,R407257
R731813,R879688
R434114,R149240
R870875,R170644
R757533,R949441
R183316,R216884
R503312,R948179
R271584,R680773
R679713,R936770
R981167,R429721
R611697,R762946
R655840,R666971
R329367,R782542
R744951,R526281
R996340,R321311
R592875,R419399
R853508,R922960
R854137,R361398
R519837,R172557
R635078,R871705
R970458,R102114
R551981,R876626
R711813,R471940
R123862,R665630
R731920,R294488
R805516,R794214
R610783,R131184
R555893,R491550
R428946,R753080
R336851,R266287
R845536,R521630
R721204,R809400
R403062,R138571
R769281,R428269
R831119,R893187
R703874,R638550
R508585,R778059
R207946,R746624
R570185,R506348
R290640,R916622
R516282,R150133
R207014,R715267
R811579,R894822
R804167,R375827
R844853,R200611
R226797,R550138
R995005,R447025
R719142,R104546
R719919,R811825
R806920,R402761
R731197,R926003
R384070,R639419
R861217,R472712
R368200,R677809
R436485,R336841
R428604,R122072
R957532,R991450
R719960,R368990
R413288,R543954
R445837,R939831
R560026,R790091
R697892,R370233
R243207,R702215
R559761,R693467
R458849,R566017
R823388,R233408
R628455,R690782
R635880,R736440
R268030,R670060
R257560,R716598
R729970,R160454
R652117,R489666
R361714,R417505
R422380,R466445
R708339,R423626
R576597,R279610
R962273,R271029
R687949,R686440
R714830,R201004
R688143,R106878
R504638,R762309
R421645,R588566
R800212,R938823
R272431,R252034
R242419,R119750
R158996,R318327
R487174,R495085
R997354,R868254
R627096,R914472
R709190,R801557
R820471,R389194
R627208,R742972
R904147,R154532
R121482,R186672
R189279,R304474
R273648,R386926
R618585,R205697
R816221,R206905
R534035,R419444
R337477,R538507
R606921,R206488
R898184,R212004
R134750,R629816
R333681,R799887
R484408,R166465
R627543,R544616
R143116,R411811
R483423,R168789
R729983,R122317
R543577,R517125
R924827,R616427
R179180,R723110
R771364,R939437
R688442,R810673
R627001,R547363
R543135,R356017
R696870,R654069
R382147,R740645
R953697,R698406
R211917,R830300
R352051,R542316
R800084,R694509
R358128,R849075
R658901,R199005
R207184,R942525
R886632,R433773
R719620,R469228
R684653,R261570
R268463,R319352
R597990,R216797
R302670,R504948
R331543,R884078
R123018,R525939
R685368,R396245
R542860,R849605
R600426,R561561
R760280,R787836
R783657,R819227
R677579,R265873
R740948,R348165
R756380,R596744
R244242,R710767
R298628,R877197
R367401,R516567
R171533,R120329
R650908,R259305
R140504,R214506
R472302,R709574
R107062,R179505
R452388,R489046
R662085,R279880
R291429,R309850
R717250,R582925
R692506,R408261
R630571,R323283
R741679,R629929
R235777,R885736
R538047,R349478
R132087,R412675
R262965,R904335
R334721,R604006
R910323,R256838
R817471,R376660
R184638,R431143
R234645,R229559
R566483,R219098
R648155,R167583
R978782,R282304
R455439,R322555
R720236,R520202
R681296,R946195
R918801,R385373
R509924,R516525
R793040,R106195
R229992,R993422
R582781,R958890
R674260,R487020
R129314,R970425
R464295,R350896
R885118,R208092
R631662,R199406
R848403,R429292
R969130,R351794
R938370,R660456
R271061,R836320
R891487,R163208
R933437,R271097
R939791,R864586
R694828,R464555
R365847,R500159
R987578,R758228
R267147,R178952
R984549,R618268
R872487,R450237
R132616,R301173
R864140,R206054
R430256,R991780
R434156,R410256
R723225,R551583
R812571,R986885
R169467,R886691
R480561,R723389
R691749,R645700
R402707,R596311
R368862,R810592
R141820,R749870
R334168,R122284
R481762,R541575
R976505,R240836
R225177,R258137
R188758,R100108
R229445,R757377
R330121,R569141
R642136,R304731
R459796,R729433
R656333,R501861
R756088,R677063
R705461,R684531
R994028,R986700
R645829,R585654
R931537,R632910
R400237,R845790
R314303,R979776
R773304,R406453
R892020,R231545
R641329,R222014
R759949,R230742
R599208,R328143
R317728,R859207
R381324,R435546
R335532,R242949
R920844,R570761
R213694,R818005
R905142,R606835
R244393,R855014
R757618,R413539
R394910,R392358
R376974,R946484
R645276,R201591
R214888,R758703
R391909,R646387
R934033,R725529
R100366,R747263
R225275,R503252
R126036,R376843
R709713,R169724
R234627,R603276
R558554,R968110
R229264,R976006
R284696,R410664
R115055,R581347
R984631,R151494
R758198,R838647
R181442,R362088
R531038,R932248
R208981,R436261
R238542,R933436
R753415,R509014
R766049,R821607
R741731,R370398
R365471,R342868
R486441,R851339
R706766,R904777
R613473,R598256
R885445,R940968
R810301,R547561
R485570,R510807
R186891,R976552
R421042,R495266
R822990,R956700
R553375,R553580
R932556,R543963
R485384,R181209
R867632,R780324
R589412,R238240
R891006,R778958
R879254,R559089
R743228,R803455
R470995,R298742
R410810,R872428
R661058,R607278
R608088,R554571
R917551,R124848
R615374,R375969
R300163,R940809
R207888,R587278
R547984,R463277
R793328,R536790
R656429,R338443
R399015,R423326
R854526,R145211
R474783,R829001
R731463,R573664
R928643,R945549
R533906,R744164
R731941,R701933
R806400,R577867
R662741,R818007
R239200,R398868
R303799,R204606
R349155,R496310
R674234,R281169
R588504,R572794
R415317,R612711
R269494,R158043
R874301,R927809
R951077,R235419
R421350,R315439
R848409,R692603
R387563,R157980
R306412,R881847
R150147,R308217
R793242,R775700
R289659,R204996
R341444,R688405
R906790,R631327
R463532,R858936
R776799,R825890
R445685,R336752
R915402,R254237
R813824,R136251
R559140,R732068
R470606,R144898
R936571,R384256
R627982,R586724
R539673,R560863
R979265,R722275
R926990,R982768
R906449,R298522
R779668,R481924
R212393,R737895
R454593,R693792
R369576,R737666
R477874,R431199
R140693,R696179
R428961,R478808
R771273,R751096
R807930,R880131
R541564,R542557
R487794,R975359
R432440,R981876
R227315,R484278
R159544,R880006
R960979,R465651
R563519,R769947
R936312,R289698
R548899,R478513
R204009,R525113
R951848,R138969
R697844,R142289
R429491,R930569
R550800,R926548
R760548,R711614
R911142,R403189
R755667,R394632
R854577,R485356
R466615,R276148
R766988,R281579
R896458,R864007
R302785,R155317
R418084,R253482
R310363,R638509
R589617,R947244
R282457,R731944
R331924,R590107
R152108,R102929
R320145,R105828
R163856,R985816
R751856,R278655
R856716,R361386
R526472,R713481
R360723,R161954
R306623,R541144
R422552,R579125
R612145,R493733
R252466,R648506
R458617,R380989
R919810,R317521
R830103,R265339
R911393,R989656
R679081,R549036
R778462,R299073
R428716,R671903
R704725,R753450
R692895,R252840
R897001,R801442
R154276,R969569
R586378,R764127
R395704,R758335
R648741,R725961
R371005,R946052
R841486,R522087
R972383,R718801
R355211,R229518
R854452,R513830
R788042,R357482
R245360,R527673
R947271,R359150
R526528,R842707
R790354,R448807
R457911,R279183
R772095,R320290
R137944,R910510
R102088,R734480
R411040,R777006
R613907,R182658
R527052,R362646
R532119,R839816
R522085,R613089
R230692,R248197
R205420,R170202
R451918,R743365
R186097,R147083
R744307,R926676
R230216,R839777
R950393,R339980
R164814,R620221
R737466,R936240
R500463,R254453
R189800,R196326
R808828,R334715
R787052,R584780
R479973,R127484
R503149,R717238
R255388,R616781
R363818,R129849
R888163,R689392
R572712,R259282
R824200,R364311
R525078,R595072
R783308,R984438
R370416,R394053
R330359,R261173
R780020,R100205
R718708,R795148
R915399,R484108
R962806,R503869
R231006,R658675
R633891,R476827
R850224,R128114
R863444,R522941
R467769,R637499
R951084,R397831
R471028,R560277
R660978,R933580
R490668,R496344
R225895,R637289
R833742,R682942
R850644,R658517
R152693,R866190
R527996,R765635
R727324,R509837
R951850,R280133
R491596,R127816
R793046,R865942
R170762,R986641
R869012,R653392
R632996,R143682
R682413,R993390
R844909,R710488
R789110,R325948
R419657,R935495
R421005,R272378
R979431,R103480
R892627,R956941
R380432,R946676
R280764,R535888
R150260,R950861
R771555,R642677
R403875,R297816
R535665,R777890
R571194,R653137
R271946,R431783
R203885,R627819
R125069,R448122
R788808,R546018
R916260,R847404
R279637,R429951
R375956,R561330
R879187,R280753
R894229,R880967
R874603,R928650
R976070,R927318
R252989,R846806
R627520,R839901
R827097,R734566
R617051,R163991
R217631,R944077
R273012,R569441
R976456,R703117
R500522,R557528
R327265,R480908
R375000,R849734
R630881,R982511
R752028,R274446
R646102,R963843
R737058,R939548
R493461,R356204
R750113,R819231
R161646,R465536
R359925,R904581
R688557,R425804
R370705,R350455
R982506,R361948
R175332,R400183
R588803,R826261
R926243,R750812
R606526,R955700
R899191,R643343
R190011,R124770
R972597,R472967
R955054,R722297
R319334,R432370
R531231,R272679
R179126,R159803
R316003,R257116
R431814,R693907
R693132,R743307
R689145,R734207
R461108,R486171
R473789,R576158
R264760,R927110
R822969,R758714
R302339,R803021
R284290,R103282
R712014,R275618
R870201,R933265
R822283,R892182
R195375,R707290
R259356,R200709
R634426,R829475
R771888,R646943
R132665,R968428
R941844,R977105
R869714,R480666
R734690,R798727
R834248,R291246
R850688,R790190
R929669,R610675
R264043,R747493
R139512,R550250
R224787,R309083
R815880,R297541
R240294,R318528
R762990,R848603
R637267,R103629
R717957,R917986
R228299,R190025
R940238,R862971
R240773,R489937
R699848,R772784
R928652,R856135
R256965,R844311
R771609,R767915
R559930,R259797
R181104,R435016
R504864,R120009
R962016,R264526
R848094,R501173
R190263,R660589
R837298,R766292
R108130,R263122
R367543,R889454
R933220,R670341
R594816,R567522
R299743,R584480
R302953,R391628
R269792,R201483
R806685,R971564
R615383,R496735
R593849,R624569
R657313,R769622
R263396,R471722
R879204,R111697
R237771,R855731
R935863,R645436
R523638,R317404
R368447,R457740
R745252,R658352
R622776,R368013
R476181,R129517
R498917,R436016
R696196,R424696
R617567,R101960
R945201,R808795
R479711,R487422
R426878,R365229
R599562,R449573
R119836,R867070
R567479,R707510
R405662,R311356
R654986,R466419
R664510,R664463
R772629,R875501
R101592,R354650
R553676,R225393
R339306,R333930
R334249,R575313
R452063,R239239
R524610,R492243
R840903,R704596
R827966,R552454
R220498,R445358
R780877,R818780
R764229,R371416
R706496,R375233
R970595,R148349
R435549,R865868
R651084,R221527
R472114,R204964
R816203,R715355
R997298,R237087
R574510,R720182
R470838,R670934
R781958,R423009
R138368,R431317
R836779,R872477
R373991,R920836
R457430,R808599
R423914,R200501
R400806,R144044
R451921,R315885
R542993,R480140
R913398,R840535
R205400,R985657
R732908,R537451
R280184,R777298
R911780,R806006
R914420,R623832
R392497,R342123
R559179,R795421
R949015,R982856
R253197,R411685
R488859,R618527
R607971,R765227
R878456,R188304
R903755,R338776
R931821,R818836
R715295,R267481
R569622,R873012
R314890,R685467
R290875,R836428
R523869,R964584
R609485,R567037
R578412,R236686
R106103,R195712
R418329,R968249
R972949,R598090
R688925,R880257
R428320,R719854
R650766,R710890
R763975,R192498
R756658,R613991
R597102,R512727
R998175,R984082
R667456,R874853
R436212,R166184
R363654,R387043
R897886,R175262
R476681,R858258
R897114,R301158
R607751,R667726
R796070,R247013
R306855,R690991
R554921,R598196
R335955,R155974
R379055,R460831
R367525,R480570
R236711,R771268
R590412,R246626
R436054,R484572
R906316,R474081
R774372,R553478
R122116,R949593
R287626,R216081
R949254,R221150
R823926,R916391
R140325,R765397
R434308,R231306
R807591,R931152
R359396,R415984
R249698,R122967
R688929,R418802
R790052,R174217
R247837,R179042
R350478,R141579
R561802,R367761
R704923,R950856
R371626,R380909
R850484,R586681
R653976,R495662
R580036,R354049
R786970,R441639
R965806,R854398
R204481,R515269
R669676,R733635
R375525,R180479
R226383,R141529
R815399,R732990
R576022,R891646
R368803,R745956
R768887,R794962
R805561,R329674
R667544,R395363
R227880,R144959
R867269,R212493
R713623,R382468
R482487,R908246
R543108,R327847
R686947,R282566
R643402,R444809
R554146,R292366
R896609,R465509
R617159,R176016
R127140,R367006
R503332,R677264
R813456,R518352
R345503,R951998
R160262,R338074
R858048,R494304
R624794,R199947
R261124,R373836
R620406,R682544
R890072,R511600
R120287,R667027
R257466,R337846
R236417,R963726
R222333,R194405
R127101,R285929
R197697,R436236
R992615,R333957
R981267,R845754
R772495,R966205
R838247,R586593
R491430,R955186
R364750,R349978
R945495,R554166
R564537,R509288
R171814,R754605
R580631,R823593
R176071,R310602
R923826,R175565
R844105,R806733
R796471,R900815
R312452,R273060
R827227,R441238
R673427,R927365
R935070,R921779
R593449,R411662
R649827,R117908
R679934,R880728
R224167,R477619
R732157,R787103
R981754,R133210
R440484,R639439
R150570,R968327
R261060,R468752
R925781,R560166
R366911,R888354
R559008,R493636
R175304,R570771
R596332,R599301
R933497,R610069
R692902,R990490
R166957,R698231
R949616,R512147
R812665,R178703
R547848,R907705
R984216,R689925
R784467,R524790
R644719,R681781
R284191,R820505
R937257,R781792
R321807,R829237
R164242,R765511
R659424,R426200
R506393,R823259
R361204,R767621
R771546,R286139
R932427,R129851
R466316,R678116
R668243,R530012
R734265,R123532
R830250,R493330
R252900,R996488
R553499,R769592
R117924,R572358
R625168,R377221
R654250,R776162
R839870,R146590
R878859,R658006
R495051,R472202
R517644,R143660
R463137,R485179
R947084,R142298
R291731,R235690
R892754,R617017
R967997,R731601
R846724,R188845
R938136,R753988
R557087,R226821
R651064,R909416
R746710,R915067
R652252,R955745
R425667,R587263
R329389,R872886
R685850,R578997
R376621,R805535
R488023,R838756
R501656,R917818
R848668,R618371
R744028,R924360
R536463,R322228
R111786,R437658
R276425,R943576
R278958,R756116
R301276,R200545
R956574,R488345
R940351,R697211
R845970,R702231
R461187,R901111
R362068,R145112
R583956,R573481
R671765,R453312
R738225,R292220
R891446,R135041
R172426,R233917
R205470,R938582
R478905,R285171
R359737,R349343
R409271,R367826
R348737,R507714
R419863,R893915
R272890,R614968
R428868,R474109
R901711,R782352
R807092,R138792
R502645,R992203
R688881,R229515
R102570,R963965
R615751,R227520
R901665,R820516
R894978,R987790
R495962,R874648
R662164,R395287
R847406,R290215
R663254,R506731
R854775,R522835
R494283,R598876
R482239,R362353
R877736,R742697
R506336,R508270
R761370,R997574
R960686,R495372
R877026,R668048
R625449,R396993
R923283,R584776
R859487,R535737
R980901,R564247
R393161,R148204
R975604,R686638
R120232,R183816
R560915,R986982
R524982,R714246
R520091,R961956
R146752,R526728
R212432,R326477
R251149,R368152
R756067,R505216
R150675,R385194
R155780,R938218
R286894,R900924
R385419,R593908
R763721,R844057
R431948,R571841
R684800,R682660
R877982,R982296
R195859,R972301
R356947,R566624
R884570,R760351
R647750,R267123
R431378,R131094
R233047,R656169
R875338,R882156
R463302,R145088
R964667,R212854
R440662,R557968
R929310,R390983
R340143,R630421
R663454,R547375
R722316,R448587
R267700,R373732
R540827,R586720
R569795,R562903
R524077,R171311
R687232,R352716
R499411,R854947
R840043,R911006
R657046,R145475
R938828,R264717
R241077,R188977
R904767,R432619
R237340,R992375
R312809,R156712
R197193,R236592
R236624,R812031
R776983,R344014
R732138,R290602
R285671,R834478
R272386,R319212
R305404,R100171
R333555,R572139
R408300,R121111
R331284,R812526
R278071,R854537
R332231,R452401
R148700,R398193
R197811,R837655
R528012,R951930
R790729,R418538
R499812,R120138
R253272,R863340
R727216,R284113
R917404,R673966
R913982,R771363
R403444,R588432
R239663,R179384
R174412,R437846
R164600,R831162
R412853,R348722
R449464,R615800
R432005,R152603
R465454,R327120
R861495,R927555
R120307,R520543
R585893,R919548
R380586,R596807
R284679,R691549
R616424,R269989
R975209,R203562
R406832,R370391
R392929,R272220
R628550,R261386
R123622,R764765
R720140,R687535
R509770,R850545
R110053,R414367
R326340,R278488
R143586,R197205
R102097,R770495
R687312,R406956
R410231,R329741
R109928,R729563
R930383,R619732
R950604,R345612
R780339,R333583
R516432,R287285
R901450,R970700
R175710,R467659
R905021,R724387
R225100,R852393
R975689,R111195
R865264,R233244
R317825,R144206
R387704,R191314
R266586,R713921
R127077,R119313
R650457,R570451
R103276,R899227
R250514,R350350
R921372,R369878
R204117,R666023
R927295,R601963
R832652,R918962
R829300,R262801
R349106,R936684
R975696,R828257
R740605,R469296
R941360,R854200
R313993,R118322
R302738,R829110
R849730,R372000
R226637,R498403
R289410,R224143
R518471,R495839
R805876,R216244
R537979,R942905
R318420,R727491
R812741,R508272
R852047,R247849
R964261,R691198
R843497,R480434
R927132,R510103
R919105,R394678
R898598,R646371
R905513,R837197
R367096,R717367
R119797,R874475
R528129,R932523
R436323,R538308
R152201,R797856
R587513,R432500
R150123,R805306
R405051,R645463
R615843,R126194
R709020,R843371
R671416,R464983
R830798,R817038
R587030,R344115
R137735,R997201
R956613,R238818
R213184,R439321
R480786,R884959
R100464,R853402
R762238,R198681
R753282,R914961
R603436,R728382
R582932,R249745
R246847,R443924
R352272,R127775
R631271,R446553
R317105,R580638
R350427,R318792
R110241,R401553
R495559,R103671
R315327,R474856
R802442,R585531
R302430,R427769
R731439,R441538
R125343,R800971
R994690,R236522
R541522,R381836
R844019,R627743
R389908,R816970
R412258,R806793
R606460,R988959
R203718,R600507
R994725,R451068
R674689,R998490
R738516,R853392
R953455,R171440
R289691,R988866
R433643,R648670
R232226,R667591
R384474,R212766
R639323,R650667
R945479,R884949
R845674,R157099
R446674,R673540
R573555,R284151
R127071,R131606
R678191,R153361
R804832,R800395
R778584,R400434
R686503,R703186
R888226,R483091
R210694,R576708
R101169,R261352
R425041,R338050
R752801,R976192
R407662,R166645
R949625,R174803
R815347,R646203
R941519,R802719
R360259,R174893
R790132,R347494
R490991,R603735
R757656,R998620
R993783,R531042
R981832,R900861
R366034,R500105
R348495,R349014
R880213,R873664
R410951,R447429
R396076,R765563
R734603,R469346
R309909,R927833
R354091,R391141
R357310,R489457
R370137,R149013
R200119,R763881
R819340,R955122
R322650,R159206
R295033,R642763
R317948,R590803
R600979,R237403
R194309,R931742
R583519,R390346
R261841,R222507
R588035,R837747
R241868,R893267
R621424,R169750
R108726,R253256
R962151,R324752
R201775,R942788
R650917,R410741
R928243,R115615
R946543,R820485
R491664,R919654
R431084,R252174
R855672,R912255
R245091,R631972
R301394,R970200
R770082,R735069
R524138,R648700
R729348,R873583
R924521,R311396
R647172,R928921
R188514,R465704
R513527,R118427
R588653,R620051
R137350,R531011
R931463,R351753
R366534,R676822
R438589,R650267
R803213,R728165
R785037,R263266
R842889,R253739
R660128,R829848
R498911,R770535
R619922,R717681
R441095,R437220
R275182,R687140
R647106,R423006
R211013,R253815
R575113,R488183
R221352,R289714
R510539,R147646
R967929,R781967
R507262,R500838
R804942,R230724
R168773,R289056
R595291,R238689
R320161,R827626
R320835,R620365
R955086,R161137
R889520,R462046
R847008,R378990
R754483,R962734
R185934,R928622
R123849,R343601
R903391,R595629
R900016,R776154
R212469,R303974
R635882,R119877
R717381,R744939
R928807,R770876
R365606,R131552
R693349,R220687
R662587,R218247
R381844,R556960
R237377,R974101
R952152,R779438
R960490,R114307
R106444,R684197
R628370,R864340
R366032,R533174
R401520,R829496
R243027,R634244
R984730,R354573
R131286,R962181
R904883,R134463
R521250,R254569
R131562,R834957
R276084,R917944
R101254,R270454
R504315,R900344
R665838,R996884
R623827,R684691
R604108,R230960
R488291,R803043
R192058,R957518
R896194,R705568
R416148,R894204
R981315,R835664
R718595,R312856
R975839,R619893
R880650,R869697
R790295,R706633
R595728,R660461
R606599,R345931
R714743,R875401
R248577,R839431
R898196,R948702
R708255,R352250
R306211,R993493
R591357,R281451
R259410,R626007
R294234,R112132
R681449,R478805
R403194,R119817
R809719,R626464
R215746,R419204
R500096,R803997
R712889,R909278
R297853,R984449
R374074,R173122
R390940,R946205
R307859,R841431
R412151,R212459
R439024,R561807
R709536,R428163
R377941,R287940
R959345,R789914
R794458,R328008
R184831,R283230
R277679,R211159
R472745,R767796
R578946,R542076
R519770,R538204
R388263,R436356
R996238,R774834
R139428,R663167
R469981,R695057
R306321,R568853
R661592,R706149
R333698,R647233
R906801,R715440
R116763,R316144
R210953,R267582
R156959,R662850
R137558,R905135
R550177,R175464
R760121,R318490
R844190,R710016
R441603,R342374
R226184,R449527
R721309,R526596
R778908,R332966
R372419,R264355
R523977,R381758
R988129,R171281
R903213,R598882
R409697,R342497
R226268,R236243
R214042,R540620
R144152,R591422
R246623,R830787
R830654,R480103
R574870,R501938
R300157,R470214
R720165,R836014
R228507,R937544
R252733,R769841
R653809,R938886
R793133,R632073
R627574,R741971
R137323,R150113
R326474,R654867
R945423,R817283
R484056,R139078
R789358,R534665
R124454,R271210
R961826,R289045
R885368,R465052
R957925,R431669
R740132,R558626
R545936,R781342
R748464,R465770
R983391,R718885
R806296,R694795
R216628,R372098
R267624,R411311
R446908,R735734
R435340,R773867
R298772,R213845
R819616,R929224
R705606,R469922
R446368,R615085
R700971,R590674
R754964,R205316
R270488,R678732
R773935,R285324
R301472,R203237
R201074,R509844
R503861,R799603
R119749,R463643
R728997,R702826
R505637,R831477
R857276,R584108
R537409,R515444
R535067,R528385
R236429,R486100
R768270,R664153
R287147,R526176
R316921,R251199
